Informe de Errores;;;;
Tipo : Acciones;;;;
Pais : EEUU;;;;
Fecha de creación: 28/1/2022;;;;
;;;;
Nombre;Ref.;URL;Mensaje
Alimentation Couche-Tard Inc ;ANCUF ;https://es.investing.com/equities/alimentation-couche-tard-inc?cid=1169248 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Alimentation Couchen Tard Inc A ;ANCTF ;https://es.investing.com/equities/alimentation-couchen-tard-a ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Yum! Brands Inc ;YUM ;https://es.investing.com/equities/yum!-brands-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Veeva Systems Inc Class A ;VEEV ;https://es.investing.com/equities/veeva-sys-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Unity Software Inc ;U ;https://es.investing.com/equities/unity-software-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
CRH PLC ADR ;CRH ;https://es.investing.com/equities/crh-plc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Verbund AG ADR ;OEZVY ;https://es.investing.com/equities/verbund-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hilton Worldwide Holdings Inc ;HLT ;https://es.investing.com/equities/hilton-worldwide ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Marathon Petroleum Corp ;MPC ;https://es.investing.com/equities/marathon-petroleum-corp. ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Ross Stores Inc ;ROST ;https://es.investing.com/equities/ross-stores-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Aflac Inc ;AFL ;https://es.investing.com/equities/aflac-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Banco Bilbao Viscaya Argentaria SA ADR ;BBVA ;https://es.investing.com/equities/banco-bilbao-viscaya-argentaria-sa ;TypeError: Cannot read property 'date' of undefined
Annaly Capital Management Pref Ss I ;NLY_pi ;https://es.investing.com/equities/annaly-capital-management-pref-ss-i ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Tokio Marine Holdings Inc ;TKOMF ;https://es.investing.com/equities/tokio-marine-holdings,-inc.?cid=52977 ;Error al cargar la pagina
Tokio Marine Holdings Inc ;TKOMY ;https://es.investing.com/equities/tokio-marine-holdings-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Sysco Corporation ;SYY ;https://es.investing.com/equities/sysco-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Kuehne & Nagel International AG ADR ;KHNGY ;https://es.investing.com/equities/kuehne-nagel-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Koninklijke DSM NV ADR ;RDSMY ;https://es.investing.com/equities/royal-dsm-nv ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Neste Oyj ;NTOIY ;https://es.investing.com/equities/neste-oyj ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Mitsui & Company Ltd ;MITSY ;https://es.investing.com/equities/mitsui---company-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Overseas Chinese Banking Corp Ltd ADR ;OVCHY ;https://es.investing.com/equities/overseas-chinese-banking-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hyflux Ltd ;HYFXF ;https://es.investing.com/equities/hyflux?cid=52563 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hyflux Ltd ADR ;HYFXY ;https://es.investing.com/equities/hyflux-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Ferguson PLC ;FERG ;https://es.investing.com/equities/wolseley?cid=1171303 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Japan Tobacco Inc ;JAPAF ;https://es.investing.com/equities/japan-tobacco-inc.?cid=52984 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Japan Tobacco ADR ;JAPAY ;https://es.investing.com/equities/japan-tobacco-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hyundai Motor Co ;HYMTF ;https://es.investing.com/equities/hyundai-motor-drc?cid=1169085 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hyundai Motor Co ;HYMLF ;https://es.investing.com/equities/hyundai-motor?cid=993261 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hyundai Motor Co ADR ;HYMLY ;https://es.investing.com/equities/hyundai-motor-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
DR Horton Inc ;DHI ;https://es.investing.com/equities/d.r.-horton-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Xcel Energy Inc ;XEL ;https://es.investing.com/equities/xcel-energy ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
International Flavors & Fragrances Inc ;IFF ;https://es.investing.com/equities/intl-flav---frag ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
ResMed Inc ;RMD ;https://es.investing.com/equities/resmed-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Resmed Inc ADR ;RSMDF ;https://es.investing.com/equities/resmed-inc.?cid=1054423 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Verisk Analytics Inc ;VRSK ;https://es.investing.com/equities/verisk-analytics-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Electricite de France SA ;ECIFY ;https://es.investing.com/equities/electricite-de-france-sa ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Annaly Capital Management Inc Pref Series G ;NLY_pg ;https://es.investing.com/equities/annaly-capital-pref-g ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Palantir Technologies Inc ;PLTR ;https://es.investing.com/equities/palantir-technologies-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Techtronic Industries Ltd ADR ;TTNDY ;https://es.investing.com/equities/techtronic-industries-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Otis Worldwide Corp ;OTIS ;https://es.investing.com/equities/otis-worldwide-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
First Republic Bank ;FRC ;https://es.investing.com/equities/first-republic-bank ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
First Republic Bank ADR Series H ;FRC_ph ;https://es.investing.com/equities/first-republic-bank-adr-h ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Electronic Arts Inc ;EA ;https://es.investing.com/equities/electronic-arts-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Compass Group PLC ADR ;CMPGY ;https://es.investing.com/equities/compass-group-plc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Kone Oyj ;KNYJF ;https://es.investing.com/equities/kone-corporation?cid=53006 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Kone Oyj ADR ;KNYJY ;https://es.investing.com/equities/kone-oyj ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Ashtead Gro ;ASHTY ;https://es.investing.com/equities/ashtead-gro ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Welltower Inc ;WELL ;https://es.investing.com/equities/health-care-reit ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Xpeng Inc ;XPEV ;https://es.investing.com/equities/xpeng-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Keysight Technologies Inc ;KEYS ;https://es.investing.com/equities/keysight-technologies ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
EPAM Systems Inc ;EPAM ;https://es.investing.com/equities/epam-systems-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Mettler-Toledo International Inc ;MTD ;https://es.investing.com/equities/mettler-toledo-international-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Carvana Co ;CVNA ;https://es.investing.com/equities/carvana ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Itau Unibanco Banco Holding SA ;ITUB ;https://es.investing.com/equities/itau-unibanco-holding-sa-adr ;TypeError: Cannot read property 'date' of undefined
Manulife Financial Corp ;MFC ;https://es.investing.com/equities/manulife-financial-corporation ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Engie SA ADR ;ENGIY ;https://es.investing.com/equities/gdf-suez-sa-pk ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Engie SA ;ENGQF ;https://es.investing.com/equities/gdf-suez?cid=15286 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Banco Bradesco SA ADR ;BBD ;https://es.investing.com/equities/banco-bradesco-adr ;TypeError: Cannot read property 'date' of undefined
McKesson Corporation ;MCK ;https://es.investing.com/equities/mckesson-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Coloplast A ;CLPBY ;https://es.investing.com/equities/coloplast-a ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Equifax Inc ;EFX ;https://es.investing.com/equities/equifax-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Compagnie de Saint-Gobain ADR ;CODYY ;https://es.investing.com/equities/compagnie-saint-gobain-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Hang Seng Bank Ltd ;HSNGY ;https://es.investing.com/equities/hang-seng-bank-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Match Group Inc ;MTCH ;https://es.investing.com/equities/match-group-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Telefonaktiebolaget LM Ericsson B ADR ;ERIXF ;https://es.investing.com/equities/ericsson-b?cid=52904 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Telefonaktiebolaget LM Ericsson B ADR ;ERIC ;https://es.investing.com/equities/ericsson-l-m-tel-co-exch ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
KBC Groep NV ADR ;KBCSY ;https://es.investing.com/equities/kbc-group-sa ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
China Life Insurance Company ;LFC ;https://es.investing.com/equities/china-life-insurance-comp-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
China Life Insurance Co Ltd ;CILJF ;https://es.investing.com/equities/china-life?cid=1177697 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Sun Hung Kai Properties Ltd ;SUHJY ;https://es.investing.com/equities/sun-hung-kai-properties-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Brown Forman ;BFb ;https://es.investing.com/equities/brown-forman-b ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
China Citic Bank Corp Ltd ADR ;CHCJY ;https://es.investing.com/equities/china-citic-bank-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
ANSYS Inc ;ANSS ;https://es.investing.com/equities/ansys ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
CBRE Group Inc Class A ;CBRE ;https://es.investing.com/equities/cbre ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
E.ON SE ADR ;EONGY ;https://es.investing.com/equities/eon-se ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Copart Inc ;CPRT ;https://es.investing.com/equities/copart-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Suncor Energy Inc ;SU ;https://es.investing.com/equities/suncor-energy-inc. ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Waste Connections Inc ;WCN ;https://es.investing.com/equities/waste-connections-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Arthur J Gallagher & Co ;AJG ;https://es.investing.com/equities/arthur-j.-gallagher---co ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Koninklijke Ahold NV ;AHODF ;https://es.investing.com/equities/ahold-kon?cid=51156 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Koninklijke Ahold Delhaize NV ADR ;ADRNY ;https://es.investing.com/equities/koninklijke-ahold-nv-pk ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Telstra Corporation Ltd ADR ;TLSYY ;https://es.investing.com/equities/telstra-corporation-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Twitter Inc ;TWTR ;https://es.investing.com/equities/twitter-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
AvalonBay Communities Inc ;AVB ;https://es.investing.com/equities/avalonbay-comm ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Nokia Corp ADR ;NOK ;https://es.investing.com/equities/nokia-corp-exch ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
BASF SE ;BFFAF ;https://es.investing.com/equities/basf-ag?cid=51151 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
BASF SE ADR ;BASFY ;https://es.investing.com/equities/basf-se-pk ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Corteva Inc ;CTVA ;https://es.investing.com/equities/corteva ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Equity Residential ;EQR ;https://es.investing.com/equities/eq-resident ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Gazprom Neft PAO ADR ;GZPFY ;https://es.investing.com/equities/gazprom-neft ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Nasdaq Inc ;NDAQ ;https://es.investing.com/equities/nasdaq-omx-group ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Sunny Optical Technology Group Co Ltd ;SNPTF ;https://es.investing.com/equities/sunny-optical-hk?cid=52546 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Discover Financial Services ;DFS ;https://es.investing.com/equities/discover-financl ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
State Street Corp Pd ADR ;STT_pd ;https://es.investing.com/equities/state-street-corp-pd-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
State Street Corp ;STT ;https://es.investing.com/equities/state-street ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
State Street Corp Pref ;STT_pg ;https://es.investing.com/equities/state-street-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
DNB Bank ASA ;DNBBY ;https://es.investing.com/equities/dnb-asa ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
BOC Hong Kong Holdings Ltd ADR ;BHKLY ;https://es.investing.com/equities/boc-hong-kong-holdings-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Fujitsu Ltd ADR ;FJTSY ;https://es.investing.com/equities/fujitsu-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Ameriprise Financial Inc ;AMP ;https://es.investing.com/equities/ameriprise-fincl ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Lennar Corporation ;LEN ;https://es.investing.com/equities/lennar ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Alexandria Real Estate Equities Inc ;ARE ;https://es.investing.com/equities/alexandria-real-estate-equities ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Ametek Inc ;AME ;https://es.investing.com/equities/ametek-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
United Overseas Bank Ltd ADR ;UOVEY ;https://es.investing.com/equities/united-overseas-bank-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Anhui Conch Cement Co Ltd ;AHCHY ;https://es.investing.com/equities/anhui-conch-cement-co-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Allstate Corp ;ALL ;https://es.investing.com/equities/allstate-corporation ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Public Service Enterprise Group Inc ;PEG ;https://es.investing.com/equities/publ-svc-enter ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Henkel AG & Co KGAA ;HENKY ;https://es.investing.com/equities/henkel-ag---co-kgaa ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Henkel Ag A ;HENOY ;https://es.investing.com/equities/henkel-ag-a ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Assicurazioni Generali SpA ADR ;ARZGY ;https://es.investing.com/equities/assicurazioni-generali-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Sandvik AB ADR ;SDVKY ;https://es.investing.com/equities/sandvik-ab ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
UniCredit SpA ADR ;UNCRY ;https://es.investing.com/equities/unicredit-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Okta Inc ;OKTA ;https://es.investing.com/equities/okta-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Mizuho Financial Group Inc ADR ;MFG ;https://es.investing.com/equities/mizuho ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Interactive Brokers Group Inc ;IBKR ;https://es.investing.com/equities/interactive-broke ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Barrick Gold Corp ;GOLD ;https://es.investing.com/equities/barrick-gold-corp. ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Assa Abloy AB ;ASAZY ;https://es.investing.com/equities/assa-abloy-ab ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Woolworths Ltd ADR ;WOLZY ;https://es.investing.com/equities/woolworths-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Globalfoundries Inc ;GFS ;https://es.investing.com/equities/globalfoundries ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
MTR Corp Ltd ADR ;MTCPY ;https://es.investing.com/equities/mtr-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
MTR Corp Ltd ;MTRJF ;https://es.investing.com/equities/mtr-corporation?cid=942058 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
PTT PCL ADR ;PUTRY ;https://es.investing.com/equities/ptt-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Straumann Holding AG ADR ;SAUHY ;https://es.investing.com/equities/straumann-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
MongoDB ;MDB ;https://es.investing.com/equities/mongodb ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Chunghwa Telecom Co Ltd ;CHT ;https://es.investing.com/equities/chunghwa-telecom-co-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Sun Life Financial Inc ;SLF ;https://es.investing.com/equities/sun-life-financial?cid=20602 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Transdigm Group Incorporated ;TDG ;https://es.investing.com/equities/transdigm-group-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Williams Companies Inc ;WMB ;https://es.investing.com/equities/williams-cos ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Corning Incorporated ;GLW ;https://es.investing.com/equities/corning-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Zebra Technologies Corporation ;ZBRA ;https://es.investing.com/equities/zebra-tech ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Terumo Corp ADR ;TRUMY ;https://es.investing.com/equities/terumo-adr ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Tyson Foods Inc ;TSN ;https://es.investing.com/equities/tyson-foods ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Applovin Corp ;APP ;https://es.investing.com/equities/applovin ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Eversource Energy ;ES ;https://es.investing.com/equities/northeast-utilities ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
TELUS Corp ;TU ;https://es.investing.com/equities/telus-corp?cid=29623 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Cummins Inc ;CMI ;https://es.investing.com/equities/cummins-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Stanley Black & Decker Inc ;SWK ;https://es.investing.com/equities/stanley-works ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Koninklijke Philips NV ADR ;PHG ;https://es.investing.com/equities/koninklijke-philips-nv ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Phillips 66 ;PSX ;https://es.investing.com/equities/phillips-66-ltd ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Dollar Tree Inc ;DLTR ;https://es.investing.com/equities/dollar-tree-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
WEC Energy Group Inc ;WEC ;https://es.investing.com/equities/wisconsin-energy-corp ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Nucor Corp ;NUE ;https://es.investing.com/equities/nucor ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Skandinaviska Enskilda Banken AB ;SVKEF ;https://es.investing.com/equities/s.e.b?cid=52909 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
Rocket Companies Inc ;RKT ;https://es.investing.com/equities/rocket-companies-inc ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
ArcelorMittal SA ;AMSYF ;https://es.investing.com/equities/arcelormittal-reg?cid=32233 ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
    at __puppeteer_evaluation_script__:5:52
CoStar Group Inc ;CSGP ;https://es.investing.com/equities/costar-group ;Error: Evaluation failed: TypeError: Cannot read properties of null (reading 'href')
